"GeneID","GeneName","control.Expression","treat.Expression","log2FoldChange","pvalue","padj","Up.Down.Regulation","shNC_HT29.1","shNC_HT29.2","shNC_HT29.3","shHMGA1_HT29.1","shHMGA1_HT29.2","shHMGA1_HT29.3"
"ENSG00000021645.18","NRXN3",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000066336.11","SPI1",0.345871048,0.731384633,1.08039606,0.739350419,NA,"*",0,0,0.04,0.07,0,0
"ENSG00000067842.17","ATP2B3",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000072444.10","ASAH2C",0.214534583,0.116520688,-0.8806241,0.829132557,NA,"*",0,0,0.03,0.02,0,0
"ENSG00000079841.18","RIMS1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000080618.15","CPB2",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.02,0,0,0.03,0,0
"ENSG00000087245.13","MMP2",0.637684209,1.014513263,0.669873665,0.777593094,NA,"*",0.01,0,0.12,0.01,0,0.07
"ENSG00000091138.12","SLC26A3",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000099260.11","PALMD",0.145039474,0.601160936,2.051305666,0.610591954,NA,"*",0,0,0,0.02,0,0
"ENSG00000101958.14","GLRA2",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000102239.5","BRS3",0.151398879,0.864353139,2.513266332,0.438146405,NA,"*",0,0,0,0.02,0,0.03
"ENSG00000104177.18","MYEF2",0.340071164,1.675497149,2.300680648,0.333290788,NA,"*",0.01,0,0,0.01,0,0.03
"ENSG00000104332.12","SFRP1",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.01,0,0,0.01,0,0
"ENSG00000104827.12","CGB3",1.323440143,1.389633165,0.070411146,0.973295062,NA,"*",0,0,0.27,0.17,0,0.12
"ENSG00000104941.8","RSPH6A",0.641123073,0.368422585,-0.799239823,0.793022356,NA,"*",0.01,0,0.02,0.03,0,0
"ENSG00000105967.16","TFEC",2.518760147,1.338434501,-0.912167206,0.59362271,NA,"*",0.11,0,0.03,0.01,0,0.02
"ENSG00000106178.6","CCL24",0.617173915,0.366706654,-0.751050642,0.822639568,NA,"*",0.21,0,0,0.13,0,0
"ENSG00000106809.11","OGN",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.01,0,0,0.01,0,0
"ENSG00000108018.15","SORCS1",0.342630424,0.682850959,0.994917463,0.742707599,NA,"*",0,0,0.02,0.01,0,0.02
"ENSG00000109819.9","PPARGC1A",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.01,0,0,0.01,0,0
"ENSG00000113303.11","BTNL8",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.05,0,0
"ENSG00000114248.9","LRRC31",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.03,0,0
"ENSG00000114405.10","C3orf14",0.151398879,0.864353139,2.513266332,0.438146405,NA,"*",0,0,0,0.01,0,0.2
"ENSG00000114638.8","UPK1B",1.933714725,1.017038742,-0.927000338,0.62463021,NA,"*",0.08,0,0.08,0.02,0,0.04
"ENSG00000115165.10","CYTIP",0.617173915,0.366706654,-0.751050642,0.822639568,NA,"*",0.03,0,0,0.02,0,0
"ENSG00000115263.15","GCG",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.05,0,0
"ENSG00000118322.14","ATP10B",0.617008818,1.330849472,1.10898439,0.64402327,NA,"*",0.02,0,0,0.01,0,0.03
"ENSG00000118520.14","ARG1",0.145039474,0.601160936,2.051305666,0.610591954,NA,"*",0,0,0,0.12,0,0
"ENSG00000118849.10","RARRES1",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.16,0,0.02
"ENSG00000118976.5","OTUD4P1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000119535.17","CSF3R",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000119660.4","DPPA5P4",0.947766203,0.367169637,-1.368084453,0.619685981,NA,"*",0.62,0,0.37,0.45,0,0
"ENSG00000119913.5","TECTB",0.345871048,0.731384633,1.08039606,0.739350419,NA,"*",0,0,0.01,0.03,0,0
"ENSG00000121764.11","HCRTR1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.03,0,0
"ENSG00000123171.6","CCDC70",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.04,0,0,0.04,0,0
"ENSG00000123999.5","INHA",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.03,0.04,0,0
"ENSG00000124212.6","PTGIS",0.640785114,1.384512563,1.111465607,0.613659691,NA,"*",0.01,0,0.01,0.01,0,0.01
"ENSG00000124253.11","PCK1",0.617439143,0.687767332,0.155623645,0.955450914,NA,"*",0.04,0,0,0.01,0,0.01
"ENSG00000125255.6","SLC10A2",0.923058432,0.366212318,-1.333741657,0.660163224,NA,"*",0.03,0,0,0.01,0,0
"ENSG00000126785.13","RHOJ",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.01,0.01,0,0
"ENSG00000127074.14","RGS13",0.160476687,1.331924133,3.053076272,0.328978697,NA,"*",0,0,0,0.1,0,0
"ENSG00000130988.13","RGN",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.03,0,0.03
"ENSG00000131386.19","GALNT15",1.254037446,0.687614483,-0.86690859,0.69964177,NA,"*",0.04,0,0.02,0.02,0,0.01
"ENSG00000131721.5","RHOXF2",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000134160.13","TRPM1",0.641123073,0.368422585,-0.799239823,0.793022356,NA,"*",0.01,0,0.02,0.03,0,0
"ENSG00000134917.10","ADAMTS8",0.334037558,0.665778736,0.995032472,0.744717026,NA,"*",0.02,0,0,0.02,0,0.01
"ENSG00000136514.3","RTP4",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.03,0,0
"ENSG00000136541.14","ERMN",0.621947136,0.735033638,0.241018313,0.935605822,NA,"*",0.02,0,0,0.13,0,0
"ENSG00000136918.7","WDR38",0.335986948,0.985155252,1.551945907,0.573003294,NA,"*",0.03,0,0,0.04,0,0.07
"ENSG00000137634.9","NXPE4",0.972022649,0.36857828,-1.399018875,0.609760379,NA,"*",0.02,0,0.05,0.02,0,0
"ENSG00000137875.4","BCL2L10",0.342630424,0.682850959,0.994917463,0.742707599,NA,"*",0,0,0.04,0.04,0,0.04
"ENSG00000139352.4","ASCL1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000140379.8","BCL2A1",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.08,0,0.07
"ENSG00000140506.16","LMAN1L",0.617173915,0.366706654,-0.751050642,0.822639568,NA,"*",0.03,0,0,0.02,0,0
"ENSG00000141744.3","PNMT",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.07,0,0
"ENSG00000142149.9","HUNK",1.228714205,0.365946727,-1.74744384,0.53587052,NA,"*",0.02,0,0,0.01,0,0
"ENSG00000143858.12","SYT2",1.23304339,1.377369562,0.159692133,0.940069168,NA,"*",0.02,0,0,0.01,0,0.01
"ENSG00000143921.8","ABCG8",0.621947136,0.735033638,0.241018313,0.935605822,NA,"*",0.02,0,0,0.01,0,0
"ENSG00000147614.4","ATP6V0D2",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.02,0,0,0.02,0,0
"ENSG00000148704.12","VAX1",0.620710691,1.378921897,1.151547844,0.625450141,NA,"*",0.03,0,0,0.05,0,0.05
"ENSG00000149488.13","TMC2",0.923058432,0.366212318,-1.333741657,0.660163224,NA,"*",0.03,0,0,0.01,0,0
"ENSG00000150165.13","ANXA8L1",NA,NA,NA,NA,NA,"*",0,0,0,0.02,0,0
"ENSG00000151079.7","KCNA6",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000151789.12","ZNF385D",0.667211497,0.741099455,0.151523015,0.958968784,NA,"*",0,0,0.01,0.01,0,0
"ENSG00000152592.13","DMP1",1.298472854,2.404687384,0.889033499,0.608346572,NA,"*",0.01,0,0.04,0.05,0,0.06
"ENSG00000152785.7","BMP3",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000154856.13","APCDD1",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.02,0.01,0,0
"ENSG00000154864.12","PIEZO2",0.342630424,0.682850959,0.994917463,0.742707599,NA,"*",0,0,0.14,0.09,0,0.08
"ENSG00000155087.4","ODF1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.05,0,0
"ENSG00000155495.9","MAGEC1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000155511.18","GRIA1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000157368.10","IL34",0.617439143,0.687767332,0.155623645,0.955450914,NA,"*",0.05,0,0,0.2,0,0.03
"ENSG00000158578.20","ALAS2",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.05,0.02,0,0
"ENSG00000159251.7","ACTC1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.11,0,0
"ENSG00000159650.9","UROC1",0.970402925,2.080376135,1.100188589,0.555903496,NA,"*",0.01,0,0.02,0.04,0,0.03
"ENSG00000160307.10","S100B",0.947424377,0.68883737,-0.459847381,0.846596467,NA,"*",0.1,0,0.04,0.07,0,0.05
"ENSG00000160593.18","JAML",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.03,0.04,0,0
"ENSG00000160870.14","CYP3A7",0.641123073,0.368422585,-0.799239823,0.793022356,NA,"*",0.02,0,0.09,0.11,0,0
"ENSG00000161649.13","CD300LG",0.145039474,0.601160936,2.051305666,0.610591954,NA,"*",0,0,0,0.03,0,0
"ENSG00000162188.6","GNG3",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.09,0.08,0,0
"ENSG00000162571.13","TTLL10",1.30353244,1.756975984,0.430667985,0.816631775,NA,"*",0.02,0,0.05,0.19,0,0.03
"ENSG00000162624.14","LHX8",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.03,0,0
"ENSG00000162630.5","B3GALT2",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.01,0,0.01
"ENSG00000162891.10","IL20",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.06,0,0
"ENSG00000163530.4","DPPA2",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.03,0.04,0,0
"ENSG00000164434.12","FABP7",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.08,0,0
"ENSG00000164604.12","GPR85",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000164794.9","KCNV1",0.617173915,0.366706654,-0.751050642,0.822639568,NA,"*",0.01,0,0,0.01,0,0
"ENSG00000165192.13","ASB11",0.334037558,0.665778736,0.995032472,0.744717026,NA,"*",0.01,0,0,0.02,0,0.01
"ENSG00000165588.16","OTX2",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.01,0,0.06
"ENSG00000165762.3","OR4K2",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000166143.9","PPP1R14D",1.278440436,0.367550675,-1.798369868,0.478408555,NA,"*",0.13,0,0.15,0.09,0,0
"ENSG00000166329.2","CCDC182",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.07,0,0.06
"ENSG00000166368.2","OR2D2",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.05,0,0
"ENSG00000166396.13","SERPINB7",1.273834607,1.014808318,-0.327970723,0.873390525,NA,"*",0.04,0,0.12,0.02,0,0.12
"ENSG00000168386.18","FILIP1L",0.344715776,1.375191719,1.996153534,0.425578955,NA,"*",0,0,0.02,0.05,0,0.04
"ENSG00000168903.8","BTNL3",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.02,0,0.02
"ENSG00000168955.3","TM4SF20",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.02,0,0.02
"ENSG00000169075.7","Z99496.1",0.153436103,0.914090214,2.574698575,0.419039665,NA,"*",0,0,0,0.06,0,0.03
"ENSG00000169208.2","OR10G3",1.640568737,1.802769256,0.136018711,0.940517932,NA,"*",0.04,0,0.09,0.07,0,0.02
"ENSG00000169327.5","OR5AU1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000169413.3","RNASE6",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.07,0,0
"ENSG00000169551.12","CT55",1.254037446,0.687614483,-0.86690859,0.69964177,NA,"*",0.08,0,0.03,0.03,0,0.03
"ENSG00000169777.6","TAS2R1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.04,0,0
"ENSG00000169900.7","PYDC1",0.922069869,1.331178602,0.529756169,0.814422696,NA,"*",0.18,0,0,0.07,0,2.46
"ENSG00000170044.8","ZPLD1",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.01,0,0,0.03,0,0
"ENSG00000170180.22","GYPA",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.12,0,0
"ENSG00000170289.12","CNGB3",0.345871048,0.731384633,1.08039606,0.739350419,NA,"*",0,0,0.01,0.2,0,0
"ENSG00000170801.10","HTRA3",0.158217388,1.230634836,2.959422672,0.302411043,NA,"*",0,0,0,0.03,0,0.03
"ENSG00000170920.2","OR7G3",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.06,0,0
"ENSG00000171433.12","GLOD5",0.145039474,0.601160936,2.051305666,0.610591954,NA,"*",0,0,0,0.17,0,0
"ENSG00000171451.14","DSEL",0.658075229,1.714213444,1.381222334,0.534632142,NA,"*",0,0,0.01,0.01,0,0.01
"ENSG00000171476.22","HOPX",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000171496.4","OR1L8",0.637684209,1.014513263,0.669873665,0.777593094,NA,"*",0.02,0,0.02,0.05,0,0.04
"ENSG00000171564.11","FGB",0.947424377,0.68883737,-0.459847381,0.846596467,NA,"*",0.07,0,0.02,0.14,0,0.04
"ENSG00000171649.12","ZIK1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000171989.5","LDHAL6B",0.620710691,1.378921897,1.151547844,0.625450141,NA,"*",0.04,0,0,0.05,0,0.05
"ENSG00000172320.3","OR5A1",0.622981791,2.392402816,1.941198421,0.345991371,NA,"*",0.01,0,0,0.01,0,0.02
"ENSG00000172324.5","OR5A2",1.254037446,0.687614483,-0.86690859,0.69964177,NA,"*",0.02,0,0.01,0.01,0,0.01
"ENSG00000172461.11","FUT9",0.145039474,0.601160936,2.051305666,0.610591954,NA,"*",0,0,0,0.01,0,0
"ENSG00000172568.5","FNDC9",NA,NA,NA,NA,NA,"*",0.01,0,0,0.03,0,0
"ENSG00000172742.5","OR4D9",0.645927435,0.736718429,0.189741234,0.944689892,NA,"*",0.01,0,0.01,0.01,0,0.01
"ENSG00000173077.15","1-Dec",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.03,0.03,0,0
"ENSG00000174225.14","ARL13A",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.2,0,0.18
"ENSG00000174715.7","PPIAP72",0.617173915,0.366706654,-0.751050642,0.822639568,NA,"*",0.28,0,0,0.18,0,0
"ENSG00000174837.15","ADGRE1",0.617439143,0.687767332,0.155623645,0.955450914,NA,"*",0.12,0,0,0.01,0,0.01
"ENSG00000175544.13","CABP4",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.03,0,0
"ENSG00000175658.3","DRD5P2",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000176716.5","OR10AB1P",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.06,0,0
"ENSG00000177197.7","PCNPP5",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.21,0,0
"ENSG00000177306.4","OR7E125P",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.07,0,0.06
"ENSG00000177335.10","C8orf31",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.04,0,0
"ENSG00000177418.2","AC006001.1",0.33755998,0.714030612,1.080842052,0.741365553,NA,"*",0.16,0,0,0.43,0,0
"ENSG00000177447.6","CBX3P1",0.664952768,0.370257979,-0.844721045,0.797471936,NA,"*",0,0,0.26,0.15,0,0
"ENSG00000177627.10","C12orf54",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.08,0.2,0,0
"ENSG00000177752.14","YIPF7",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.13,0,0
"ENSG00000178222.13","RNF212",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000178550.3","AC010170.1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.1,0,0
"ENSG00000178965.14","ERICH3",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.01,0.01,0,0
"ENSG00000179219.5","LINC00311",0.151398879,0.864353139,2.513266332,0.438146405,NA,"*",0,0,0,0.03,0,0.05
"ENSG00000179766.19","ATP8B5P",0.162414167,1.599538262,3.29990612,0.210829753,NA,"*",0,0,0,0.03,0,0.03
"ENSG00000180332.6","KCTD4",1.311855437,0.732900968,-0.839918574,0.722279328,NA,"*",0.02,0,0.06,0.05,0,0
"ENSG00000180660.7","MAB21L1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000180712.3","LINC02363",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.14,0,0
"ENSG00000182013.18","PNMA8A",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000182103.5","FAM181B",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000182931.9","WFDC10B",0.335986948,0.985155252,1.551945907,0.573003294,NA,"*",0.09,0,0,0.12,0,0.21
"ENSG00000182968.4","SOX1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000183019.7","MCEMP1",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.02,0.03,0,0
"ENSG00000183034.12","OTOP2",0.334037558,0.665778736,0.995032472,0.744717026,NA,"*",0.02,0,0,0.02,0,0.02
"ENSG00000183072.10","NKX2-5",0.664952768,0.370257979,-0.844721045,0.797471936,NA,"*",0,0,0.08,0.03,0,0
"ENSG00000183098.11","GPC6",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000183122.5","OR2A3P",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.02,0.03,0,0
"ENSG00000183298.5","RPSAP19",0.970459526,1.385893422,0.514076365,0.801289001,NA,"*",0.05,0,0.12,0.18,0,0.11
"ENSG00000183535.9","COL18A1-AS1",0.955560987,0.732475058,-0.383568318,0.879036834,NA,"*",0.02,0,0.02,0.04,0,0
"ENSG00000183571.11","PGPEP1L",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.03,0.03,0,0
"ENSG00000183878.15","UTY",0.617173915,0.366706654,-0.751050642,0.822639568,NA,"*",0.02,0,0,0.01,0,0
"ENSG00000184210.5","DGAT2L6",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.03,0.03,0,0
"ENSG00000184261.4","KCNK12",0.160476687,1.331924133,3.053076272,0.328978697,NA,"*",0,0,0,0.03,0,0
"ENSG00000184274.3","LINC00315",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000184293.7","CLECL1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.05,0,0
"ENSG00000184523.4","PTGER4P2",0.642972224,1.060999546,0.722595718,0.758700818,NA,"*",1.13,0,0.14,0.44,0,1.67
"ENSG00000184616.9","SPDYE12P",0.340829655,1.083861142,1.669057168,0.570158305,NA,"*",0.06,0,0,0.22,0,0
"ENSG00000185155.11","MIXL1",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.06,0,0,0.02,0,0
"ENSG00000185203.12","WASIR1",0.639894956,0.690976609,0.11080178,0.965725391,NA,"*",0.05,0,0.06,0.07,0,0.06
"ENSG00000185274.12","GALNT17",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000185303.16","SFTPA2",0.663049085,1.066587774,0.685815115,0.784207109,NA,"*",0,0,0.07,0.08,0,0.07
"ENSG00000185610.6","DBX2",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000185641.6","AC034236.1",0.639894956,0.690976609,0.11080178,0.965725391,NA,"*",0.31,0,0.36,0.47,0,0.4
"ENSG00000185905.4","C16orf54",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.02,0,0.01
"ENSG00000185960.14","SHOX",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000186148.13","AC013268.1",0.214534583,0.116520688,-0.8806241,0.829132557,NA,"*",0,0,0.08,0.01,0,0
"ENSG00000186160.5","CYP4Z1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000186831.11","KRT17P2",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.07,0,0
"ENSG00000187135.7","VSTM2B",0.972022649,0.36857828,-1.399018875,0.609760379,NA,"*",0.03,0,0.06,0.03,0,0
"ENSG00000187172.15","BAGE2",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000187848.13","P2RX2",0.341754233,1.725588378,2.336057254,0.322866632,NA,"*",0.04,0,0,0.07,0,0.04
"ENSG00000188389.11","PDCD1",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.02,0,0,0.05,0,0
"ENSG00000188655.10","RNASE9",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.02,0,0.01
"ENSG00000189002.10","PROS2P",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000196166.4","C8orf86",0.145039474,0.601160936,2.051305666,0.610591954,NA,"*",0,0,0,0.03,0,0
"ENSG00000196267.12","ZNF836",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.02,0,0
"ENSG00000196564.4","AL096700.1",0.145039474,0.601160936,2.051305666,0.610591954,NA,"*",0,0,0,0.17,0,0
"ENSG00000196600.12","SLC22A25",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000196616.14","ADH1B",0.664952768,0.370257979,-0.844721045,0.797471936,NA,"*",0,0,0.01,0.01,0,0
"ENSG00000196628.16","TCF4",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000196741.5","LINC01560",0.99658818,0.369677838,-1.430728908,0.630890827,NA,"*",0,0,0.14,0.05,0,0
"ENSG00000197320.5","AC060834.1",NA,NA,NA,NA,NA,"*",0,0,0,0.01,0,0
"ENSG00000197360.9","ZNF98",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.13,0,0
"ENSG00000197532.2","OR6Y1",0.58460597,0.347500301,-0.750450335,0.826111852,NA,"*",0.02,0,0,0.01,0,0.01
"ENSG00000197826.11","CFAP299",0.345871048,0.731384633,1.08039606,0.739350419,NA,"*",0,0,0.06,0.21,0,0
"ENSG00000197863.9","ZNF790",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000198010.12","DLGAP2",0.971857754,2.452021511,1.335154561,0.459397354,NA,"*",0.01,0,0.01,0.02,0,0.01
"ENSG00000198090.3","KRTAP4-6",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.05,0,0.04
"ENSG00000198440.9","ZNF583",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000198523.6","PLN",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.01,0,0
"ENSG00000198643.7","FAM3D",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.04,0,0
"ENSG00000198671.3","AC135895.1",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.05,0,0.04
"ENSG00000198771.11","RCSD1",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.05,0,0,0.06,0,0
"ENSG00000198788.7","MUC2",2.28322892,2.169654731,-0.073610037,0.964550076,NA,"*",0.03,0,0.02,0.02,0,0.01
"ENSG00000198967.4","OR10Z1",0.342630424,0.682850959,0.994917463,0.742707599,NA,"*",0,0,0.01,0.01,0,0.01
"ENSG00000199691.1","RN7SKP173",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.75,0,0
"ENSG00000200674.1","RN7SKP160",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.56,0,0
"ENSG00000200783.1","RN7SKP180",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.63,0,0
"ENSG00000200997.1","RNU1-85P",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,21.78,0,0
"ENSG00000202496.1","RNVU1-20",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,22.6,0,0
"ENSG00000203262.3","AL137845.1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.05,0,0
"ENSG00000203334.4","AP003027.1",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.02,0.02,0,0
"ENSG00000203446.2","AC004988.1",0.923058432,0.366212318,-1.333741657,0.660163224,NA,"*",0.06,0,0,0.03,0,0
"ENSG00000203489.3","HMGB1P39",0.342178708,0.361976768,0.081147116,0.982928969,NA,"*",0,0,0.06,0.07,0,0
"ENSG00000203496.9","AL133216.1",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.09,0,0
"ENSG00000203531.3","AC104772.1",0.214534583,0.116520688,-0.8806241,0.829132557,NA,"*",0,0,0.06,0.07,0,0
"ENSG00000203730.2","TEDDM1",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,0,0,0.02,0,0.02
"ENSG00000203737.3","GPR52",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.04,0,0,0.05,0,0
"ENSG00000203855.7","HSD3BP4",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.05,0,0
"ENSG00000204179.6","PTPN20A",0.923412765,0.687183893,-0.426279455,0.868845328,NA,"*",0.04,0,0,0.02,0,0.02
